frame,class,class_method
161,SCREEN,acquisition
162,SCREEN,acquisition
163,SCREEN,acquisition
164,SCREEN,acquisition
165,SCREEN,acquisition
166,SCREEN,acquisition
167,SCREEN,acquisition
168,SCREEN,acquisition
169,SCREEN,acquisition
170,SCREEN,acquisition
171,SCREEN,acquisition
172,SCREEN,acquisition
173,SCREEN,acquisition
174,SCREEN,acquisition
175,SCREEN,acquisition
176,SCREEN,acquisition
177,SCREEN,acquisition
178,SCREEN,acquisition
179,SCREEN,acquisition
180,SCREEN,acquisition
181,SCREEN,acquisition
182,SCREEN,acquisition
183,SCREEN,acquisition
184,SCREEN,acquisition
185,SCREEN,acquisition
186,SCREEN,acquisition
187,SCREEN,acquisition
188,SCREEN,acquisition
189,SCREEN,acquisition
190,SCREEN,acquisition
191,SCREEN,acquisition
192,SCREEN,acquisition
193,SCREEN,acquisition
194,SCREEN,acquisition
195,SCREEN,acquisition
196,SCREEN,acquisition
197,SCREEN,acquisition
198,SCREEN,acquisition
199,SCREEN,acquisition
200,SCREEN,acquisition
201,SCREEN,acquisition
202,SCREEN,acquisition
203,SCREEN,acquisition
204,SCREEN,acquisition
205,SCREEN,acquisition
206,SCREEN,acquisition
207,SCREEN,acquisition
208,SCREEN,acquisition
209,SCREEN,acquisition
210,SCREEN,acquisition
211,SCREEN,acquisition
212,SCREEN,acquisition
213,SCREEN,acquisition
214,SCREEN,acquisition
215,SCREEN,acquisition
216,SCREEN,acquisition
217,SCREEN,acquisition
218,SCREEN,acquisition
219,SCREEN,acquisition
220,SCREEN,acquisition
221,SCREEN,acquisition
222,SCREEN,acquisition
223,SCREEN,acquisition
224,SCREEN,acquisition
225,SCREEN,acquisition
226,SCREEN,acquisition
227,SCREEN,acquisition
228,SCREEN,acquisition
229,SCREEN,acquisition
230,SCREEN,acquisition
231,SCREEN,acquisition
232,SCREEN,acquisition
233,SCREEN,acquisition
234,SCREEN,acquisition
235,SCREEN,acquisition
236,SCREEN,acquisition
237,SCREEN,acquisition
238,SCREEN,acquisition
239,SCREEN,acquisition
240,SCREEN,acquisition
241,SCREEN,acquisition
242,SCREEN,acquisition
243,SCREEN,acquisition
244,SCREEN,acquisition
245,SCREEN,acquisition
246,SCREEN,acquisition
247,SCREEN,acquisition
248,SCREEN,acquisition
249,SCREEN,acquisition
250,SCREEN,acquisition
251,SCREEN,acquisition
252,SCREEN,acquisition
253,SCREEN,acquisition
254,SCREEN,acquisition
255,SCREEN,acquisition
256,SCREEN,acquisition
257,SCREEN,acquisition
258,SCREEN,acquisition
259,SCREEN,acquisition
260,SCREEN,acquisition
261,SCREEN,acquisition
262,SCREEN,acquisition
263,SCREEN,acquisition
264,SCREEN,acquisition
265,SCREEN,acquisition
266,SCREEN,acquisition
267,SCREEN,acquisition
268,SCREEN,acquisition
269,SCREEN,acquisition
270,SCREEN,acquisition
271,SCREEN,acquisition
272,SCREEN,acquisition
273,SCREEN,acquisition
274,SCREEN,acquisition
275,SCREEN,acquisition
276,SCREEN,acquisition
277,SCREEN,acquisition
278,SCREEN,acquisition
279,SCREEN,acquisition
280,SCREEN,acquisition
281,SCREEN,acquisition
282,SCREEN,acquisition
283,SCREEN,acquisition
284,SCREEN,acquisition
285,SCREEN,acquisition
286,SCREEN,acquisition
287,SCREEN,acquisition
288,SCREEN,acquisition
289,SCREEN,acquisition
290,SCREEN,acquisition
291,SCREEN,acquisition
292,SCREEN,acquisition
293,SCREEN,acquisition
294,SCREEN,acquisition
295,SCREEN,acquisition
296,SCREEN,acquisition
297,SCREEN,acquisition
298,SCREEN,acquisition
299,SCREEN,acquisition
300,SCREEN,acquisition
301,SCREEN,acquisition
302,SCREEN,acquisition
303,SCREEN,acquisition
304,SCREEN,acquisition
305,SCREEN,acquisition
306,SCREEN,acquisition
307,SCREEN,acquisition
308,SCREEN,acquisition
309,SCREEN,acquisition
310,SCREEN,acquisition
311,SCREEN,acquisition
312,SCREEN,acquisition
313,SCREEN,acquisition
314,SCREEN,acquisition
315,SCREEN,acquisition
316,SCREEN,acquisition
317,SCREEN,acquisition
318,SCREEN,acquisition
319,SCREEN,acquisition
320,SCREEN,acquisition
321,SCREEN,acquisition
322,SCREEN,acquisition
323,SCREEN,acquisition
324,SCREEN,acquisition
325,SCREEN,acquisition
326,SCREEN,acquisition
327,SCREEN,acquisition
328,SCREEN,acquisition
329,SCREEN,acquisition
330,SCREEN,acquisition
331,SCREEN,acquisition
332,SCREEN,acquisition
333,SCREEN,acquisition
334,SCREEN,acquisition
335,SCREEN,acquisition
336,SCREEN,acquisition
337,SCREEN,acquisition
338,SCREEN,acquisition
339,SCREEN,acquisition
340,SCREEN,acquisition
341,SCREEN,acquisition
342,SCREEN,acquisition
343,SCREEN,acquisition
344,SCREEN,acquisition
345,SCREEN,acquisition
346,SCREEN,acquisition
347,SCREEN,acquisition
348,SCREEN,acquisition
349,SCREEN,acquisition
350,SCREEN,acquisition
351,SCREEN,acquisition
352,SCREEN,acquisition
353,SCREEN,acquisition
354,SCREEN,acquisition
355,SCREEN,acquisition
356,SCREEN,acquisition
357,SCREEN,acquisition
358,SCREEN,acquisition
359,SCREEN,acquisition
360,SCREEN,acquisition
361,SCREEN,acquisition
362,SCREEN,acquisition
363,SCREEN,acquisition
364,SCREEN,acquisition
365,SCREEN,acquisition
366,SCREEN,acquisition
367,SCREEN,acquisition
368,SCREEN,acquisition
369,SCREEN,acquisition
370,SCREEN,acquisition
371,SCREEN,acquisition
372,SCREEN,acquisition
373,SCREEN,acquisition
374,SCREEN,acquisition
375,SCREEN,acquisition
376,SCREEN,acquisition
377,SCREEN,acquisition
378,SCREEN,acquisition
379,SCREEN,acquisition
380,SCREEN,acquisition
381,SCREEN,acquisition
382,SCREEN,acquisition
383,SCREEN,acquisition
384,SCREEN,acquisition
385,SCREEN,acquisition
386,SCREEN,acquisition
387,SCREEN,acquisition
388,SCREEN,acquisition
389,SCREEN,acquisition
390,SCREEN,acquisition
391,SCREEN,acquisition
392,SCREEN,acquisition
393,SCREEN,acquisition
394,SCREEN,acquisition
395,SCREEN,acquisition
396,SCREEN,acquisition
397,SCREEN,acquisition
398,SCREEN,acquisition
399,SCREEN,acquisition
400,SCREEN,acquisition
401,SCREEN,acquisition
402,SCREEN,acquisition
403,SCREEN,acquisition
404,SCREEN,acquisition
405,SCREEN,acquisition
406,SCREEN,acquisition
407,SCREEN,acquisition
408,SCREEN,acquisition
409,SCREEN,acquisition
410,SCREEN,acquisition
411,SCREEN,acquisition
412,SCREEN,acquisition
413,SCREEN,acquisition
414,SCREEN,acquisition
415,SCREEN,acquisition
416,SCREEN,acquisition
417,SCREEN,acquisition
418,SCREEN,acquisition
419,SCREEN,acquisition
420,SCREEN,acquisition
421,SCREEN,acquisition
422,SCREEN,acquisition
423,SCREEN,acquisition
424,SCREEN,acquisition
425,SCREEN,acquisition
426,SCREEN,acquisition
427,SCREEN,acquisition
428,SCREEN,acquisition
429,SCREEN,acquisition
430,SCREEN,acquisition
431,SCREEN,acquisition
432,SCREEN,acquisition
433,SCREEN,acquisition
434,SCREEN,acquisition
435,SCREEN,acquisition
436,SCREEN,acquisition
437,SCREEN,acquisition
438,SCREEN,acquisition
439,SCREEN,acquisition
440,SCREEN,acquisition
441,SCREEN,acquisition
442,SCREEN,acquisition
443,SCREEN,acquisition
444,SCREEN,acquisition
445,SCREEN,acquisition
446,SCREEN,acquisition
447,SCREEN,acquisition
448,SCREEN,acquisition
449,SCREEN,acquisition
450,SCREEN,acquisition
451,SCREEN,acquisition
452,SCREEN,acquisition
453,SCREEN,acquisition
454,SCREEN,acquisition
455,SCREEN,acquisition
456,SCREEN,acquisition
457,SCREEN,acquisition
458,SCREEN,acquisition
459,SCREEN,acquisition
460,SCREEN,acquisition
461,SCREEN,acquisition
462,SCREEN,acquisition
463,SCREEN,acquisition
464,SCREEN,acquisition
465,SCREEN,acquisition
466,SCREEN,acquisition
467,SCREEN,acquisition
468,SCREEN,acquisition
469,SCREEN,acquisition
470,SCREEN,acquisition
471,SCREEN,acquisition
472,SCREEN,acquisition
473,SCREEN,acquisition
474,SCREEN,acquisition
475,SCREEN,acquisition
476,SCREEN,acquisition
477,SCREEN,acquisition
478,SCREEN,acquisition
479,SCREEN,acquisition
480,SCREEN,acquisition
481,SCREEN,acquisition
482,SCREEN,acquisition
483,SCREEN,acquisition
484,SCREEN,acquisition
485,SCREEN,acquisition
486,SCREEN,acquisition
487,SCREEN,acquisition
488,SCREEN,acquisition
489,SCREEN,acquisition
490,SCREEN,acquisition
491,SCREEN,acquisition
492,SCREEN,acquisition
493,SCREEN,acquisition
494,SCREEN,acquisition
495,SCREEN,acquisition
496,SCREEN,acquisition
497,SCREEN,acquisition
498,SCREEN,acquisition
499,SCREEN,acquisition
500,SCREEN,acquisition
501,SCREEN,acquisition
502,SCREEN,acquisition
503,SCREEN,acquisition
504,SCREEN,acquisition
505,SCREEN,acquisition
506,SCREEN,acquisition
507,SCREEN,acquisition
508,SCREEN,acquisition
509,SCREEN,acquisition
510,SCREEN,acquisition
511,SCREEN,acquisition
512,SCREEN,acquisition
513,SCREEN,acquisition
514,SCREEN,acquisition
515,SCREEN,acquisition
516,SCREEN,acquisition
517,SCREEN,acquisition
518,SCREEN,acquisition
519,SCREEN,acquisition
520,SCREEN,acquisition
521,SCREEN,acquisition
522,SCREEN,acquisition
523,SCREEN,acquisition
524,SCREEN,acquisition
525,SCREEN,acquisition
526,SCREEN,acquisition
527,SCREEN,acquisition
528,SCREEN,acquisition
529,SCREEN,acquisition
530,SCREEN,acquisition
531,SCREEN,acquisition
532,SCREEN,acquisition
533,SCREEN,acquisition
534,SCREEN,acquisition
535,SCREEN,acquisition
536,SCREEN,acquisition
537,SCREEN,acquisition
538,SCREEN,acquisition
539,SCREEN,acquisition
540,SCREEN,acquisition
541,SCREEN,acquisition
542,SCREEN,acquisition
543,SCREEN,acquisition
544,SCREEN,acquisition
545,SCREEN,acquisition
546,SCREEN,acquisition
547,SCREEN,acquisition
548,None,acquisition
549,None,acquisition
550,None,acquisition
551,None,acquisition
552,None,acquisition
553,None,acquisition
554,None,acquisition
555,None,acquisition
556,None,acquisition
557,None,acquisition
558,None,acquisition
559,None,acquisition
560,None,acquisition
561,None,acquisition
562,None,acquisition
563,None,acquisition
564,None,acquisition
565,None,acquisition
566,None,acquisition
567,None,acquisition
568,None,acquisition
569,None,acquisition
570,None,acquisition
571,None,acquisition
572,None,acquisition
573,None,acquisition
574,None,acquisition
575,None,acquisition
576,None,acquisition
577,None,acquisition
578,None,acquisition
579,None,acquisition
580,None,acquisition
581,None,acquisition
582,None,acquisition
583,None,acquisition
584,None,acquisition
585,None,acquisition
586,None,acquisition
587,None,acquisition
588,None,acquisition
589,None,acquisition
590,None,acquisition
591,None,acquisition
592,None,acquisition
593,None,acquisition
594,None,acquisition
595,None,acquisition
596,None,acquisition
597,None,acquisition
598,None,acquisition
599,None,acquisition
600,None,acquisition
601,None,acquisition
602,None,acquisition
603,None,acquisition
604,None,acquisition
605,None,acquisition
606,None,acquisition
607,None,acquisition
608,None,acquisition
609,None,acquisition
610,None,acquisition
611,None,acquisition
612,None,acquisition
613,None,acquisition
614,None,acquisition
615,None,acquisition
616,None,acquisition
617,None,acquisition
618,None,acquisition
619,None,acquisition
620,None,acquisition
621,None,acquisition
622,None,acquisition
623,None,acquisition
624,None,acquisition
625,None,acquisition
626,None,acquisition
627,None,acquisition
628,None,acquisition
629,None,acquisition
630,None,acquisition
631,None,acquisition
632,None,acquisition
633,None,acquisition
634,None,acquisition
635,None,acquisition
636,None,acquisition
637,None,acquisition
638,None,acquisition
639,None,acquisition
640,None,acquisition
641,None,acquisition
642,None,acquisition
643,None,acquisition
644,None,acquisition
645,None,acquisition
646,None,acquisition
647,None,acquisition
648,None,acquisition
649,None,acquisition
650,None,acquisition
651,None,acquisition
652,None,acquisition
653,None,acquisition
654,None,acquisition
655,None,acquisition
656,None,acquisition
657,None,acquisition
658,None,acquisition
659,None,acquisition
660,None,acquisition
661,None,acquisition
662,None,acquisition
663,None,acquisition
664,None,acquisition
665,None,acquisition
666,None,acquisition
667,None,acquisition
668,None,acquisition
669,None,acquisition
670,None,acquisition
671,None,acquisition
672,None,acquisition
673,None,acquisition
674,None,acquisition
675,None,acquisition
676,None,acquisition
677,None,acquisition
678,KEYBOARD,acquisition
679,KEYBOARD,acquisition
680,KEYBOARD,acquisition
681,KEYBOARD,acquisition
682,KEYBOARD,acquisition
683,KEYBOARD,acquisition
684,KEYBOARD,acquisition
685,KEYBOARD,acquisition
686,KEYBOARD,acquisition
687,KEYBOARD,acquisition
688,KEYBOARD,acquisition
689,KEYBOARD,acquisition
690,KEYBOARD,acquisition
691,KEYBOARD,acquisition
692,KEYBOARD,acquisition
693,KEYBOARD,acquisition
694,KEYBOARD,acquisition
695,KEYBOARD,acquisition
696,KEYBOARD,acquisition
697,KEYBOARD,acquisition
698,KEYBOARD,acquisition
699,KEYBOARD,acquisition
700,KEYBOARD,acquisition
701,KEYBOARD,acquisition
702,KEYBOARD,acquisition
703,KEYBOARD,acquisition
704,KEYBOARD,acquisition
705,KEYBOARD,acquisition
706,KEYBOARD,acquisition
707,KEYBOARD,acquisition
708,KEYBOARD,acquisition
709,KEYBOARD,acquisition
710,KEYBOARD,acquisition
711,KEYBOARD,acquisition
712,KEYBOARD,acquisition
713,KEYBOARD,acquisition
714,KEYBOARD,acquisition
715,KEYBOARD,acquisition
716,KEYBOARD,acquisition
717,KEYBOARD,acquisition
718,KEYBOARD,acquisition
719,KEYBOARD,acquisition
720,KEYBOARD,acquisition
721,KEYBOARD,acquisition
722,KEYBOARD,acquisition
723,KEYBOARD,acquisition
724,KEYBOARD,acquisition
725,KEYBOARD,acquisition
726,KEYBOARD,acquisition
727,KEYBOARD,acquisition
728,KEYBOARD,acquisition
729,KEYBOARD,acquisition
730,KEYBOARD,acquisition
731,KEYBOARD,acquisition
732,KEYBOARD,acquisition
733,KEYBOARD,acquisition
734,KEYBOARD,acquisition
735,KEYBOARD,acquisition
736,KEYBOARD,acquisition
737,KEYBOARD,acquisition
738,KEYBOARD,acquisition
739,KEYBOARD,acquisition
740,KEYBOARD,acquisition
741,KEYBOARD,acquisition
742,KEYBOARD,acquisition
743,KEYBOARD,acquisition
744,KEYBOARD,acquisition
745,KEYBOARD,acquisition
746,KEYBOARD,acquisition
747,KEYBOARD,acquisition
748,KEYBOARD,acquisition
749,KEYBOARD,acquisition
750,KEYBOARD,acquisition
751,KEYBOARD,acquisition
752,KEYBOARD,acquisition
753,KEYBOARD,acquisition
754,KEYBOARD,acquisition
755,KEYBOARD,acquisition
756,KEYBOARD,acquisition
757,KEYBOARD,acquisition
758,KEYBOARD,acquisition
759,KEYBOARD,acquisition
760,KEYBOARD,acquisition
761,KEYBOARD,acquisition
762,KEYBOARD,acquisition
763,KEYBOARD,acquisition
764,KEYBOARD,acquisition
765,KEYBOARD,acquisition
766,KEYBOARD,acquisition
767,KEYBOARD,acquisition
768,KEYBOARD,acquisition
769,KEYBOARD,acquisition
770,KEYBOARD,acquisition
771,KEYBOARD,acquisition
772,KEYBOARD,acquisition
773,KEYBOARD,acquisition
774,KEYBOARD,acquisition
775,KEYBOARD,acquisition
776,KEYBOARD,acquisition
777,KEYBOARD,acquisition
778,KEYBOARD,acquisition
779,KEYBOARD,acquisition
780,KEYBOARD,acquisition
781,KEYBOARD,acquisition
782,KEYBOARD,acquisition
783,KEYBOARD,acquisition
784,KEYBOARD,acquisition
785,KEYBOARD,acquisition
786,KEYBOARD,acquisition
787,KEYBOARD,acquisition
788,KEYBOARD,acquisition
789,KEYBOARD,acquisition
790,KEYBOARD,acquisition
791,KEYBOARD,acquisition
792,KEYBOARD,acquisition
793,KEYBOARD,acquisition
794,KEYBOARD,acquisition
795,KEYBOARD,acquisition
796,KEYBOARD,acquisition
797,KEYBOARD,acquisition
798,KEYBOARD,acquisition
799,KEYBOARD,acquisition
800,KEYBOARD,acquisition
801,KEYBOARD,acquisition
802,KEYBOARD,acquisition
803,KEYBOARD,acquisition
804,KEYBOARD,acquisition
805,KEYBOARD,acquisition
806,KEYBOARD,acquisition
807,KEYBOARD,acquisition
808,KEYBOARD,acquisition
809,KEYBOARD,acquisition
810,KEYBOARD,acquisition
811,KEYBOARD,acquisition
812,KEYBOARD,acquisition
813,KEYBOARD,acquisition
814,KEYBOARD,acquisition
815,KEYBOARD,acquisition
816,KEYBOARD,acquisition
817,KEYBOARD,acquisition
818,KEYBOARD,acquisition
819,KEYBOARD,acquisition
820,KEYBOARD,acquisition
821,KEYBOARD,acquisition
822,KEYBOARD,acquisition
823,KEYBOARD,acquisition
824,KEYBOARD,acquisition
825,KEYBOARD,acquisition
826,KEYBOARD,acquisition
827,KEYBOARD,acquisition
828,KEYBOARD,acquisition
829,KEYBOARD,acquisition
830,KEYBOARD,acquisition
831,KEYBOARD,acquisition
832,KEYBOARD,acquisition
833,KEYBOARD,acquisition
834,KEYBOARD,acquisition
835,KEYBOARD,acquisition
836,KEYBOARD,acquisition
837,KEYBOARD,acquisition
838,KEYBOARD,acquisition
839,KEYBOARD,acquisition
840,KEYBOARD,acquisition
841,KEYBOARD,acquisition
842,KEYBOARD,acquisition
843,KEYBOARD,acquisition
844,KEYBOARD,acquisition
845,KEYBOARD,acquisition
846,KEYBOARD,acquisition
847,KEYBOARD,acquisition
848,KEYBOARD,acquisition
849,KEYBOARD,acquisition
850,KEYBOARD,acquisition
851,KEYBOARD,acquisition
852,KEYBOARD,acquisition
853,KEYBOARD,acquisition
854,KEYBOARD,acquisition
855,KEYBOARD,acquisition
856,KEYBOARD,acquisition
857,KEYBOARD,acquisition
858,KEYBOARD,acquisition
859,KEYBOARD,acquisition
860,KEYBOARD,acquisition
861,KEYBOARD,acquisition
862,KEYBOARD,acquisition
863,KEYBOARD,acquisition
864,KEYBOARD,acquisition
865,KEYBOARD,acquisition
866,KEYBOARD,acquisition
867,KEYBOARD,acquisition
868,KEYBOARD,acquisition
869,KEYBOARD,acquisition
870,KEYBOARD,acquisition
871,KEYBOARD,acquisition
872,KEYBOARD,acquisition
873,KEYBOARD,acquisition
874,KEYBOARD,acquisition
875,KEYBOARD,acquisition
876,KEYBOARD,acquisition
877,KEYBOARD,acquisition
878,KEYBOARD,acquisition
879,KEYBOARD,acquisition
880,KEYBOARD,acquisition
881,KEYBOARD,acquisition
882,KEYBOARD,acquisition
883,KEYBOARD,acquisition
884,KEYBOARD,acquisition
885,KEYBOARD,acquisition
886,KEYBOARD,acquisition
887,KEYBOARD,acquisition
888,KEYBOARD,acquisition
889,KEYBOARD,acquisition
890,KEYBOARD,acquisition
891,KEYBOARD,acquisition
892,KEYBOARD,acquisition
893,KEYBOARD,acquisition
894,KEYBOARD,acquisition
895,KEYBOARD,acquisition
896,KEYBOARD,acquisition
897,KEYBOARD,acquisition
898,KEYBOARD,acquisition
899,KEYBOARD,acquisition
900,KEYBOARD,acquisition
901,KEYBOARD,acquisition
902,KEYBOARD,acquisition
903,KEYBOARD,acquisition
904,KEYBOARD,acquisition
905,KEYBOARD,acquisition
906,KEYBOARD,acquisition
907,KEYBOARD,acquisition
908,KEYBOARD,acquisition
909,KEYBOARD,acquisition
910,KEYBOARD,acquisition
911,KEYBOARD,acquisition
912,KEYBOARD,acquisition
913,KEYBOARD,acquisition
914,KEYBOARD,acquisition
915,KEYBOARD,acquisition
916,KEYBOARD,acquisition
917,KEYBOARD,acquisition
918,KEYBOARD,acquisition
919,KEYBOARD,acquisition
920,KEYBOARD,acquisition
921,KEYBOARD,acquisition
922,KEYBOARD,acquisition
923,KEYBOARD,acquisition
924,KEYBOARD,acquisition
925,KEYBOARD,acquisition
926,KEYBOARD,acquisition
927,KEYBOARD,acquisition
928,KEYBOARD,acquisition
929,KEYBOARD,acquisition
930,KEYBOARD,acquisition
931,KEYBOARD,acquisition
932,KEYBOARD,acquisition
933,KEYBOARD,acquisition
934,KEYBOARD,acquisition
935,KEYBOARD,acquisition
936,KEYBOARD,acquisition
937,KEYBOARD,acquisition
938,KEYBOARD,acquisition
939,KEYBOARD,acquisition
940,KEYBOARD,acquisition
941,KEYBOARD,acquisition
942,KEYBOARD,acquisition
943,KEYBOARD,acquisition
944,KEYBOARD,acquisition
945,KEYBOARD,acquisition
946,KEYBOARD,acquisition
947,KEYBOARD,acquisition
948,KEYBOARD,acquisition
949,KEYBOARD,acquisition
950,KEYBOARD,acquisition
951,KEYBOARD,acquisition
952,KEYBOARD,acquisition
953,KEYBOARD,acquisition
954,KEYBOARD,acquisition
955,KEYBOARD,acquisition
956,KEYBOARD,acquisition
957,KEYBOARD,acquisition
958,KEYBOARD,acquisition
959,KEYBOARD,acquisition
960,KEYBOARD,acquisition
961,KEYBOARD,acquisition
962,KEYBOARD,acquisition
963,KEYBOARD,acquisition
964,KEYBOARD,acquisition
965,KEYBOARD,acquisition
966,KEYBOARD,acquisition
967,KEYBOARD,acquisition
968,KEYBOARD,acquisition
969,KEYBOARD,acquisition
970,KEYBOARD,acquisition
971,KEYBOARD,acquisition
972,KEYBOARD,acquisition
973,KEYBOARD,acquisition
974,KEYBOARD,acquisition
975,KEYBOARD,acquisition
976,KEYBOARD,acquisition
977,KEYBOARD,acquisition
978,KEYBOARD,acquisition
979,KEYBOARD,acquisition
980,KEYBOARD,acquisition
981,KEYBOARD,acquisition
982,KEYBOARD,acquisition
983,KEYBOARD,acquisition
984,KEYBOARD,acquisition
985,KEYBOARD,acquisition
986,KEYBOARD,acquisition
987,KEYBOARD,acquisition
988,None,acquisition
989,None,acquisition
990,None,acquisition
991,None,acquisition
992,None,acquisition
993,None,acquisition
994,None,acquisition
995,None,acquisition
996,None,acquisition
997,None,acquisition
998,None,acquisition
999,None,acquisition
1000,None,acquisition
1001,None,acquisition
1002,None,acquisition
1003,None,acquisition
1004,None,acquisition
1005,None,acquisition
1006,None,acquisition
1007,None,acquisition
1008,None,acquisition
1009,None,acquisition
1010,None,acquisition
1011,None,acquisition
1012,None,acquisition
1013,None,acquisition
1014,None,acquisition
1015,None,acquisition
1016,None,acquisition
1017,None,acquisition
1018,None,acquisition
1019,None,acquisition
1020,None,acquisition
1021,None,acquisition
1022,None,acquisition
1023,None,acquisition
1024,None,acquisition
1025,None,acquisition
1026,None,acquisition
1027,None,acquisition
1028,None,acquisition
1029,None,acquisition
1030,None,acquisition
1031,None,acquisition
1032,None,acquisition
1033,None,acquisition
1034,None,acquisition
1035,None,acquisition
1036,None,acquisition
1037,None,acquisition
1038,None,acquisition
1039,None,acquisition
1040,None,acquisition
1041,None,acquisition
1042,None,acquisition
1043,None,acquisition
1044,None,acquisition
1045,None,acquisition
1046,None,acquisition
1047,None,acquisition
1048,None,acquisition
1049,AIR,acquisition
1050,AIR,acquisition
1051,AIR,acquisition
1052,AIR,acquisition
1053,AIR,acquisition
1054,AIR,acquisition
1055,AIR,acquisition
1056,AIR,acquisition
1057,AIR,acquisition
1058,AIR,acquisition
1059,AIR,acquisition
1060,AIR,acquisition
1061,AIR,acquisition
1062,AIR,acquisition
1063,AIR,acquisition
1064,AIR,acquisition
1065,AIR,acquisition
1066,AIR,acquisition
1067,AIR,acquisition
1068,AIR,acquisition
1069,AIR,acquisition
1070,AIR,acquisition
1071,AIR,acquisition
1072,AIR,acquisition
1073,AIR,acquisition
1074,AIR,acquisition
1075,AIR,acquisition
1076,AIR,acquisition
1077,AIR,acquisition
1078,AIR,acquisition
1079,AIR,acquisition
1080,AIR,acquisition
1081,AIR,acquisition
1082,AIR,acquisition
1083,AIR,acquisition
1084,AIR,acquisition
1085,AIR,acquisition
1086,AIR,acquisition
1087,AIR,acquisition
1088,AIR,acquisition
1089,AIR,acquisition
1090,AIR,acquisition
1091,AIR,acquisition
1092,AIR,acquisition
1093,AIR,acquisition
1094,AIR,acquisition
1095,AIR,acquisition
1096,AIR,acquisition
1097,AIR,acquisition
1098,AIR,acquisition
1099,AIR,acquisition
1100,AIR,acquisition
1101,AIR,acquisition
1102,AIR,acquisition
1103,AIR,acquisition
1104,AIR,acquisition
1105,AIR,acquisition
1106,AIR,acquisition
1107,AIR,acquisition
1108,AIR,acquisition
1109,AIR,acquisition
1110,AIR,acquisition
1111,AIR,acquisition
1112,AIR,acquisition
1113,AIR,acquisition
1114,AIR,acquisition
