frame,class,class_method
195,None,acquisition
196,None,acquisition
197,None,acquisition
198,None,acquisition
199,None,acquisition
200,None,acquisition
201,None,acquisition
202,None,acquisition
203,None,acquisition
204,None,acquisition
205,None,acquisition
206,None,acquisition
207,None,acquisition
208,None,acquisition
209,None,acquisition
210,None,acquisition
211,None,acquisition
212,None,acquisition
213,None,acquisition
214,None,acquisition
215,None,acquisition
216,None,acquisition
217,None,acquisition
218,None,acquisition
219,None,acquisition
220,None,acquisition
221,None,acquisition
222,None,acquisition
223,None,acquisition
224,None,acquisition
225,None,acquisition
226,None,acquisition
227,None,acquisition
228,None,acquisition
229,None,acquisition
230,None,acquisition
231,None,acquisition
232,None,acquisition
233,None,acquisition
234,None,acquisition
235,None,acquisition
236,None,acquisition
237,None,acquisition
238,None,acquisition
239,None,acquisition
240,None,acquisition
241,None,acquisition
242,None,acquisition
243,None,acquisition
244,None,acquisition
245,None,acquisition
246,None,acquisition
247,None,acquisition
248,None,acquisition
249,None,acquisition
250,None,acquisition
251,None,acquisition
252,None,acquisition
253,None,acquisition
254,None,acquisition
255,None,acquisition
256,None,acquisition
257,None,acquisition
258,None,acquisition
259,None,acquisition
260,None,acquisition
261,None,acquisition
262,None,acquisition
263,None,acquisition
264,None,acquisition
265,None,acquisition
266,None,acquisition
267,None,acquisition
268,None,acquisition
269,None,acquisition
270,None,acquisition
271,None,acquisition
272,None,acquisition
273,None,acquisition
274,None,acquisition
275,None,acquisition
276,None,acquisition
277,None,acquisition
278,None,acquisition
279,None,acquisition
280,None,acquisition
281,None,acquisition
282,None,acquisition
283,None,acquisition
284,None,acquisition
285,None,acquisition
286,None,acquisition
287,None,acquisition
288,None,acquisition
289,None,acquisition
290,None,acquisition
291,None,acquisition
292,None,acquisition
293,None,acquisition
294,None,acquisition
295,None,acquisition
296,None,acquisition
297,None,acquisition
298,None,acquisition
299,None,acquisition
300,None,acquisition
301,None,acquisition
302,None,acquisition
303,None,acquisition
304,None,acquisition
305,None,acquisition
306,None,acquisition
307,None,acquisition
308,None,acquisition
309,None,acquisition
310,None,acquisition
311,None,acquisition
312,None,acquisition
313,None,acquisition
314,None,acquisition
315,None,acquisition
316,None,acquisition
317,None,acquisition
318,None,acquisition
319,None,acquisition
320,None,acquisition
321,None,acquisition
322,None,acquisition
323,None,acquisition
324,None,acquisition
325,None,acquisition
326,None,acquisition
327,None,acquisition
328,None,acquisition
329,None,acquisition
330,None,acquisition
331,None,acquisition
332,None,acquisition
333,None,acquisition
334,None,acquisition
335,None,acquisition
336,None,acquisition
337,None,acquisition
338,None,acquisition
339,None,acquisition
340,None,acquisition
341,None,acquisition
342,None,acquisition
343,None,acquisition
344,None,acquisition
345,None,acquisition
346,None,acquisition
347,None,acquisition
348,None,acquisition
349,None,acquisition
350,None,acquisition
351,None,acquisition
352,None,acquisition
353,None,acquisition
354,None,acquisition
355,None,acquisition
356,None,acquisition
357,None,acquisition
358,None,acquisition
359,None,acquisition
360,None,acquisition
361,None,acquisition
362,None,acquisition
363,None,acquisition
364,None,acquisition
365,None,acquisition
366,None,acquisition
367,None,acquisition
368,None,acquisition
369,None,acquisition
370,None,acquisition
371,None,acquisition
372,None,acquisition
373,None,acquisition
374,None,acquisition
375,None,acquisition
376,None,acquisition
377,None,acquisition
378,None,acquisition
379,None,acquisition
380,None,acquisition
381,None,acquisition
382,None,acquisition
383,None,acquisition
384,None,acquisition
385,None,acquisition
386,None,acquisition
387,None,acquisition
388,None,acquisition
389,None,acquisition
390,None,acquisition
391,None,acquisition
392,None,acquisition
393,None,acquisition
394,None,acquisition
395,None,acquisition
396,None,acquisition
397,None,acquisition
398,None,acquisition
399,None,acquisition
400,None,acquisition
401,None,acquisition
402,None,acquisition
403,None,acquisition
404,None,acquisition
405,None,acquisition
406,None,acquisition
407,None,acquisition
408,None,acquisition
409,None,acquisition
410,None,acquisition
411,None,acquisition
412,None,acquisition
413,None,acquisition
414,None,acquisition
415,None,acquisition
416,None,acquisition
417,None,acquisition
418,None,acquisition
419,None,acquisition
420,None,acquisition
421,None,acquisition
422,None,acquisition
423,None,acquisition
424,None,acquisition
425,None,acquisition
426,None,acquisition
427,None,acquisition
428,None,acquisition
429,None,acquisition
430,None,acquisition
431,None,acquisition
432,None,acquisition
433,None,acquisition
434,None,acquisition
435,None,acquisition
436,None,acquisition
437,None,acquisition
438,None,acquisition
439,None,acquisition
440,None,acquisition
441,None,acquisition
442,None,acquisition
443,None,acquisition
444,None,acquisition
445,None,acquisition
446,None,acquisition
447,None,acquisition
448,None,acquisition
449,None,acquisition
450,None,acquisition
451,None,acquisition
452,None,acquisition
453,None,acquisition
454,None,acquisition
455,None,acquisition
456,None,acquisition
457,None,acquisition
458,None,acquisition
459,None,acquisition
460,None,acquisition
461,None,acquisition
462,None,acquisition
463,None,acquisition
464,None,acquisition
465,None,acquisition
466,None,acquisition
467,None,acquisition
468,None,acquisition
469,None,acquisition
470,None,acquisition
471,None,acquisition
472,None,acquisition
473,None,acquisition
474,None,acquisition
475,None,acquisition
476,None,acquisition
477,None,acquisition
478,None,acquisition
479,None,acquisition
480,None,acquisition
481,None,acquisition
482,None,acquisition
483,None,acquisition
484,None,acquisition
485,None,acquisition
486,None,acquisition
487,None,acquisition
488,None,acquisition
489,None,acquisition
490,None,acquisition
491,None,acquisition
492,None,acquisition
493,None,acquisition
494,None,acquisition
495,None,acquisition
496,None,acquisition
497,None,acquisition
498,None,acquisition
499,None,acquisition
500,None,acquisition
501,None,acquisition
502,None,acquisition
503,None,acquisition
504,None,acquisition
505,None,acquisition
506,None,acquisition
507,None,acquisition
508,None,acquisition
509,None,acquisition
510,None,acquisition
511,SCREEN,acquisition
512,SCREEN,acquisition
513,SCREEN,acquisition
514,SCREEN,acquisition
515,SCREEN,acquisition
516,SCREEN,acquisition
517,SCREEN,acquisition
518,SCREEN,acquisition
519,SCREEN,acquisition
520,SCREEN,acquisition
521,SCREEN,acquisition
522,SCREEN,acquisition
523,SCREEN,acquisition
524,SCREEN,acquisition
525,SCREEN,acquisition
526,SCREEN,acquisition
527,SCREEN,acquisition
528,SCREEN,acquisition
529,SCREEN,acquisition
530,SCREEN,acquisition
531,SCREEN,acquisition
532,SCREEN,acquisition
533,SCREEN,acquisition
534,SCREEN,acquisition
535,SCREEN,acquisition
536,SCREEN,acquisition
537,SCREEN,acquisition
538,SCREEN,acquisition
539,SCREEN,acquisition
540,SCREEN,acquisition
541,SCREEN,acquisition
542,SCREEN,acquisition
543,SCREEN,acquisition
544,SCREEN,acquisition
545,SCREEN,acquisition
546,SCREEN,acquisition
547,SCREEN,acquisition
548,SCREEN,acquisition
549,SCREEN,acquisition
550,SCREEN,acquisition
551,SCREEN,acquisition
552,SCREEN,acquisition
553,SCREEN,acquisition
554,SCREEN,acquisition
555,SCREEN,acquisition
556,SCREEN,acquisition
557,SCREEN,acquisition
558,SCREEN,acquisition
559,SCREEN,acquisition
560,SCREEN,acquisition
561,SCREEN,acquisition
562,SCREEN,acquisition
563,SCREEN,acquisition
564,SCREEN,acquisition
565,SCREEN,acquisition
566,SCREEN,acquisition
567,SCREEN,acquisition
568,SCREEN,acquisition
569,SCREEN,acquisition
570,SCREEN,acquisition
571,SCREEN,acquisition
572,SCREEN,acquisition
573,SCREEN,acquisition
574,SCREEN,acquisition
575,SCREEN,acquisition
576,SCREEN,acquisition
577,SCREEN,acquisition
578,SCREEN,acquisition
579,SCREEN,acquisition
580,SCREEN,acquisition
581,SCREEN,acquisition
582,SCREEN,acquisition
583,SCREEN,acquisition
584,SCREEN,acquisition
585,SCREEN,acquisition
586,SCREEN,acquisition
587,SCREEN,acquisition
588,SCREEN,acquisition
589,SCREEN,acquisition
590,SCREEN,acquisition
591,SCREEN,acquisition
592,SCREEN,acquisition
593,SCREEN,acquisition
594,SCREEN,acquisition
595,SCREEN,acquisition
596,SCREEN,acquisition
597,SCREEN,acquisition
598,SCREEN,acquisition
599,SCREEN,acquisition
600,SCREEN,acquisition
601,SCREEN,acquisition
602,SCREEN,acquisition
603,SCREEN,acquisition
604,SCREEN,acquisition
605,SCREEN,acquisition
606,SCREEN,acquisition
607,SCREEN,acquisition
608,SCREEN,acquisition
609,SCREEN,acquisition
610,SCREEN,acquisition
611,SCREEN,acquisition
612,SCREEN,acquisition
613,SCREEN,acquisition
614,SCREEN,acquisition
615,SCREEN,acquisition
616,SCREEN,acquisition
617,SCREEN,acquisition
618,SCREEN,acquisition
619,SCREEN,acquisition
620,SCREEN,acquisition
621,SCREEN,acquisition
622,SCREEN,acquisition
623,SCREEN,acquisition
624,SCREEN,acquisition
625,SCREEN,acquisition
626,SCREEN,acquisition
627,SCREEN,acquisition
628,SCREEN,acquisition
629,SCREEN,acquisition
630,SCREEN,acquisition
631,SCREEN,acquisition
632,SCREEN,acquisition
633,SCREEN,acquisition
634,SCREEN,acquisition
635,SCREEN,acquisition
636,SCREEN,acquisition
637,SCREEN,acquisition
638,SCREEN,acquisition
639,SCREEN,acquisition
640,SCREEN,acquisition
641,SCREEN,acquisition
642,SCREEN,acquisition
643,SCREEN,acquisition
644,SCREEN,acquisition
645,SCREEN,acquisition
646,SCREEN,acquisition
647,SCREEN,acquisition
648,SCREEN,acquisition
649,SCREEN,acquisition
650,SCREEN,acquisition
651,SCREEN,acquisition
652,SCREEN,acquisition
653,SCREEN,acquisition
654,SCREEN,acquisition
655,SCREEN,acquisition
656,SCREEN,acquisition
657,SCREEN,acquisition
658,SCREEN,acquisition
659,SCREEN,acquisition
660,SCREEN,acquisition
661,SCREEN,acquisition
662,SCREEN,acquisition
663,SCREEN,acquisition
664,SCREEN,acquisition
665,SCREEN,acquisition
666,SCREEN,acquisition
667,SCREEN,acquisition
668,SCREEN,acquisition
669,SCREEN,acquisition
670,SCREEN,acquisition
671,SCREEN,acquisition
672,SCREEN,acquisition
673,SCREEN,acquisition
674,SCREEN,acquisition
675,SCREEN,acquisition
676,SCREEN,acquisition
677,SCREEN,acquisition
678,SCREEN,acquisition
679,SCREEN,acquisition
680,SCREEN,acquisition
681,SCREEN,acquisition
682,SCREEN,acquisition
683,SCREEN,acquisition
684,SCREEN,acquisition
685,SCREEN,acquisition
686,SCREEN,acquisition
687,SCREEN,acquisition
688,SCREEN,acquisition
689,SCREEN,acquisition
690,SCREEN,acquisition
691,SCREEN,acquisition
692,SCREEN,acquisition
693,SCREEN,acquisition
694,SCREEN,acquisition
695,SCREEN,acquisition
696,SCREEN,acquisition
697,SCREEN,acquisition
698,SCREEN,acquisition
699,SCREEN,acquisition
700,SCREEN,acquisition
701,SCREEN,acquisition
702,SCREEN,acquisition
703,SCREEN,acquisition
704,SCREEN,acquisition
705,SCREEN,acquisition
706,SCREEN,acquisition
707,SCREEN,acquisition
708,SCREEN,acquisition
709,SCREEN,acquisition
710,SCREEN,acquisition
711,SCREEN,acquisition
712,SCREEN,acquisition
713,SCREEN,acquisition
714,SCREEN,acquisition
715,SCREEN,acquisition
716,SCREEN,acquisition
717,SCREEN,acquisition
718,SCREEN,acquisition
719,SCREEN,acquisition
720,SCREEN,acquisition
721,SCREEN,acquisition
722,SCREEN,acquisition
723,SCREEN,acquisition
724,SCREEN,acquisition
725,SCREEN,acquisition
726,SCREEN,acquisition
727,SCREEN,acquisition
728,SCREEN,acquisition
729,SCREEN,acquisition
730,SCREEN,acquisition
731,SCREEN,acquisition
732,SCREEN,acquisition
733,SCREEN,acquisition
734,SCREEN,acquisition
735,SCREEN,acquisition
736,SCREEN,acquisition
737,SCREEN,acquisition
738,SCREEN,acquisition
739,SCREEN,acquisition
740,SCREEN,acquisition
741,SCREEN,acquisition
742,SCREEN,acquisition
743,SCREEN,acquisition
744,SCREEN,acquisition
745,SCREEN,acquisition
746,SCREEN,acquisition
747,SCREEN,acquisition
748,SCREEN,acquisition
749,SCREEN,acquisition
750,SCREEN,acquisition
751,SCREEN,acquisition
752,SCREEN,acquisition
753,SCREEN,acquisition
754,SCREEN,acquisition
755,SCREEN,acquisition
756,SCREEN,acquisition
757,SCREEN,acquisition
758,SCREEN,acquisition
759,SCREEN,acquisition
760,SCREEN,acquisition
761,SCREEN,acquisition
762,SCREEN,acquisition
763,SCREEN,acquisition
764,SCREEN,acquisition
765,SCREEN,acquisition
766,SCREEN,acquisition
767,SCREEN,acquisition
768,SCREEN,acquisition
769,SCREEN,acquisition
770,SCREEN,acquisition
771,SCREEN,acquisition
772,SCREEN,acquisition
773,SCREEN,acquisition
774,SCREEN,acquisition
775,SCREEN,acquisition
776,SCREEN,acquisition
777,SCREEN,acquisition
778,SCREEN,acquisition
779,SCREEN,acquisition
780,SCREEN,acquisition
781,SCREEN,acquisition
782,SCREEN,acquisition
783,SCREEN,acquisition
784,SCREEN,acquisition
785,SCREEN,acquisition
786,SCREEN,acquisition
787,SCREEN,acquisition
788,SCREEN,acquisition
789,SCREEN,acquisition
790,SCREEN,acquisition
791,SCREEN,acquisition
792,SCREEN,acquisition
793,SCREEN,acquisition
794,SCREEN,acquisition
795,SCREEN,acquisition
796,SCREEN,acquisition
797,SCREEN,acquisition
798,SCREEN,acquisition
799,SCREEN,acquisition
800,SCREEN,acquisition
801,SCREEN,acquisition
802,SCREEN,acquisition
803,SCREEN,acquisition
804,SCREEN,acquisition
805,SCREEN,acquisition
806,SCREEN,acquisition
807,SCREEN,acquisition
808,SCREEN,acquisition
809,SCREEN,acquisition
810,SCREEN,acquisition
811,SCREEN,acquisition
812,SCREEN,acquisition
813,SCREEN,acquisition
814,SCREEN,acquisition
815,SCREEN,acquisition
816,SCREEN,acquisition
817,SCREEN,acquisition
818,SCREEN,acquisition
819,SCREEN,acquisition
820,SCREEN,acquisition
821,SCREEN,acquisition
822,SCREEN,acquisition
823,SCREEN,acquisition
824,SCREEN,acquisition
825,SCREEN,acquisition
826,SCREEN,acquisition
827,SCREEN,acquisition
828,SCREEN,acquisition
829,SCREEN,acquisition
830,SCREEN,acquisition
831,SCREEN,acquisition
832,SCREEN,acquisition
833,SCREEN,acquisition
834,SCREEN,acquisition
835,SCREEN,acquisition
836,SCREEN,acquisition
837,SCREEN,acquisition
838,SCREEN,acquisition
839,SCREEN,acquisition
840,SCREEN,acquisition
841,SCREEN,acquisition
842,SCREEN,acquisition
843,SCREEN,acquisition
844,SCREEN,acquisition
845,SCREEN,acquisition
846,SCREEN,acquisition
847,SCREEN,acquisition
848,SCREEN,acquisition
849,SCREEN,acquisition
850,SCREEN,acquisition
851,SCREEN,acquisition
852,SCREEN,acquisition
853,SCREEN,acquisition
854,SCREEN,acquisition
855,SCREEN,acquisition
856,SCREEN,acquisition
857,SCREEN,acquisition
858,SCREEN,acquisition
859,SCREEN,acquisition
860,SCREEN,acquisition
861,SCREEN,acquisition
862,SCREEN,acquisition
863,SCREEN,acquisition
864,SCREEN,acquisition
865,SCREEN,acquisition
866,SCREEN,acquisition
867,SCREEN,acquisition
868,SCREEN,acquisition
869,SCREEN,acquisition
870,SCREEN,acquisition
871,SCREEN,acquisition
872,SCREEN,acquisition
873,SCREEN,acquisition
874,SCREEN,acquisition
875,SCREEN,acquisition
876,SCREEN,acquisition
877,SCREEN,acquisition
878,SCREEN,acquisition
879,SCREEN,acquisition
880,SCREEN,acquisition
881,SCREEN,acquisition
882,SCREEN,acquisition
883,SCREEN,acquisition
884,SCREEN,acquisition
885,SCREEN,acquisition
886,SCREEN,acquisition
887,SCREEN,acquisition
888,SCREEN,acquisition
889,SCREEN,acquisition
890,SCREEN,acquisition
891,SCREEN,acquisition
892,SCREEN,acquisition
893,SCREEN,acquisition
894,SCREEN,acquisition
895,SCREEN,acquisition
896,SCREEN,acquisition
897,SCREEN,acquisition
898,SCREEN,acquisition
899,SCREEN,acquisition
900,SCREEN,acquisition
901,SCREEN,acquisition
902,SCREEN,acquisition
903,SCREEN,acquisition
904,SCREEN,acquisition
905,SCREEN,acquisition
906,SCREEN,acquisition
907,SCREEN,acquisition
908,SCREEN,acquisition
909,SCREEN,acquisition
910,SCREEN,acquisition
911,SCREEN,acquisition
912,SCREEN,acquisition
913,SCREEN,acquisition
914,SCREEN,acquisition
915,SCREEN,acquisition
916,SCREEN,acquisition
917,SCREEN,acquisition
918,SCREEN,acquisition
919,SCREEN,acquisition
920,SCREEN,acquisition
921,SCREEN,acquisition
922,SCREEN,acquisition
923,SCREEN,acquisition
924,SCREEN,acquisition
925,SCREEN,acquisition
926,SCREEN,acquisition
927,SCREEN,acquisition
928,SCREEN,acquisition
929,SCREEN,acquisition
930,SCREEN,acquisition
931,SCREEN,acquisition
932,SCREEN,acquisition
933,SCREEN,acquisition
934,SCREEN,acquisition
935,SCREEN,acquisition
936,SCREEN,acquisition
937,SCREEN,acquisition
938,SCREEN,acquisition
939,SCREEN,acquisition
940,SCREEN,acquisition
941,SCREEN,acquisition
942,SCREEN,acquisition
943,SCREEN,acquisition
944,SCREEN,acquisition
945,SCREEN,acquisition
946,SCREEN,acquisition
947,SCREEN,acquisition
948,SCREEN,acquisition
949,SCREEN,acquisition
950,SCREEN,acquisition
951,SCREEN,acquisition
952,SCREEN,acquisition
953,SCREEN,acquisition
954,SCREEN,acquisition
955,SCREEN,acquisition
956,SCREEN,acquisition
957,SCREEN,acquisition
958,SCREEN,acquisition
959,SCREEN,acquisition
960,SCREEN,acquisition
961,SCREEN,acquisition
962,SCREEN,acquisition
963,SCREEN,acquisition
964,SCREEN,acquisition
965,SCREEN,acquisition
966,SCREEN,acquisition
967,SCREEN,acquisition
968,SCREEN,acquisition
969,SCREEN,acquisition
970,SCREEN,acquisition
971,SCREEN,acquisition
972,SCREEN,acquisition
973,SCREEN,acquisition
974,SCREEN,acquisition
975,SCREEN,acquisition
976,SCREEN,acquisition
977,SCREEN,acquisition
978,SCREEN,acquisition
979,SCREEN,acquisition
980,SCREEN,acquisition
981,SCREEN,acquisition
982,SCREEN,acquisition
983,SCREEN,acquisition
984,SCREEN,acquisition
985,SCREEN,acquisition
986,SCREEN,acquisition
987,SCREEN,acquisition
988,SCREEN,acquisition
989,SCREEN,acquisition
990,SCREEN,acquisition
991,SCREEN,acquisition
992,SCREEN,acquisition
993,SCREEN,acquisition
994,SCREEN,acquisition
995,SCREEN,acquisition
996,SCREEN,acquisition
997,SCREEN,acquisition
998,SCREEN,acquisition
999,SCREEN,acquisition
1000,SCREEN,acquisition
1001,SCREEN,acquisition
1002,SCREEN,acquisition
1003,SCREEN,acquisition
1004,SCREEN,acquisition
1005,SCREEN,acquisition
1006,SCREEN,acquisition
1007,SCREEN,acquisition
1008,SCREEN,acquisition
1009,SCREEN,acquisition
1010,SCREEN,acquisition
1011,SCREEN,acquisition
1012,SCREEN,acquisition
1013,SCREEN,acquisition
1014,SCREEN,acquisition
1015,SCREEN,acquisition
1016,SCREEN,acquisition
1017,SCREEN,acquisition
1018,SCREEN,acquisition
1019,SCREEN,acquisition
1020,SCREEN,acquisition
1021,SCREEN,acquisition
1022,SCREEN,acquisition
1023,SCREEN,acquisition
1024,SCREEN,acquisition
1025,SCREEN,acquisition
1026,SCREEN,acquisition
1027,SCREEN,acquisition
1028,SCREEN,acquisition
1029,SCREEN,acquisition
1030,SCREEN,acquisition
1031,SCREEN,acquisition
1032,SCREEN,acquisition
1033,SCREEN,acquisition
1034,SCREEN,acquisition
1035,SCREEN,acquisition
1036,SCREEN,acquisition
1037,SCREEN,acquisition
1038,SCREEN,acquisition
1039,SCREEN,acquisition
1040,SCREEN,acquisition
1041,SCREEN,acquisition
1042,SCREEN,acquisition
1043,SCREEN,acquisition
1044,SCREEN,acquisition
1045,SCREEN,acquisition
1046,SCREEN,acquisition
1047,SCREEN,acquisition
1048,SCREEN,acquisition
1049,SCREEN,acquisition
1050,SCREEN,acquisition
1051,SCREEN,acquisition
1052,SCREEN,acquisition
1053,SCREEN,acquisition
1054,SCREEN,acquisition
1055,SCREEN,acquisition
1056,SCREEN,acquisition
1057,SCREEN,acquisition
1058,SCREEN,acquisition
1059,SCREEN,acquisition
1060,SCREEN,acquisition
1061,SCREEN,acquisition
1062,SCREEN,acquisition
1063,SCREEN,acquisition
1064,SCREEN,acquisition
1065,SCREEN,acquisition
1066,SCREEN,acquisition
1067,SCREEN,acquisition
1068,SCREEN,acquisition
1069,SCREEN,acquisition
1070,SCREEN,acquisition
1071,SCREEN,acquisition
1072,SCREEN,acquisition
1073,SCREEN,acquisition
1074,SCREEN,acquisition
1075,SCREEN,acquisition
1076,SCREEN,acquisition
1077,SCREEN,acquisition
1078,SCREEN,acquisition
1079,SCREEN,acquisition
1080,SCREEN,acquisition
1081,SCREEN,acquisition
1082,SCREEN,acquisition
1083,SCREEN,acquisition
1084,SCREEN,acquisition
1085,SCREEN,acquisition
1086,SCREEN,acquisition
1087,SCREEN,acquisition
1088,SCREEN,acquisition
1089,SCREEN,acquisition
1090,SCREEN,acquisition
1091,SCREEN,acquisition
1092,SCREEN,acquisition
1093,SCREEN,acquisition
1094,SCREEN,acquisition
1095,SCREEN,acquisition
1096,SCREEN,acquisition
1097,SCREEN,acquisition
1098,SCREEN,acquisition
1099,SCREEN,acquisition
1100,SCREEN,acquisition
1101,SCREEN,acquisition
1102,SCREEN,acquisition
1103,SCREEN,acquisition
1104,SCREEN,acquisition
1105,SCREEN,acquisition
1106,SCREEN,acquisition
1107,SCREEN,acquisition
1108,SCREEN,acquisition
1109,SCREEN,acquisition
1110,SCREEN,acquisition
1111,SCREEN,acquisition
1112,SCREEN,acquisition
1113,SCREEN,acquisition
1114,SCREEN,acquisition
1115,SCREEN,acquisition
1116,SCREEN,acquisition
1117,SCREEN,acquisition
1118,SCREEN,acquisition
1119,SCREEN,acquisition
1120,SCREEN,acquisition
1121,SCREEN,acquisition
1122,SCREEN,acquisition
1123,SCREEN,acquisition
1124,SCREEN,acquisition
1125,SCREEN,acquisition
1126,SCREEN,acquisition
1127,SCREEN,acquisition
1128,SCREEN,acquisition
1129,SCREEN,acquisition
1130,SCREEN,acquisition
1131,SCREEN,acquisition
1132,SCREEN,acquisition
1133,SCREEN,acquisition
1134,SCREEN,acquisition
1135,SCREEN,acquisition
1136,SCREEN,acquisition
1137,SCREEN,acquisition
1138,SCREEN,acquisition
1139,SCREEN,acquisition
1140,SCREEN,acquisition
1141,SCREEN,acquisition
1142,SCREEN,acquisition
1143,SCREEN,acquisition
1144,SCREEN,acquisition
1145,SCREEN,acquisition
1146,SCREEN,acquisition
1147,SCREEN,acquisition
1148,SCREEN,acquisition
1149,SCREEN,acquisition
1150,SCREEN,acquisition
1151,SCREEN,acquisition
1152,SCREEN,acquisition
1153,SCREEN,acquisition
1154,SCREEN,acquisition
1155,SCREEN,acquisition
1156,SCREEN,acquisition
1157,SCREEN,acquisition
1158,SCREEN,acquisition
1159,SCREEN,acquisition
1160,SCREEN,acquisition
1161,SCREEN,acquisition
1162,SCREEN,acquisition
1163,SCREEN,acquisition
1164,SCREEN,acquisition
1165,SCREEN,acquisition
1166,SCREEN,acquisition
1167,SCREEN,acquisition
1168,SCREEN,acquisition
1169,SCREEN,acquisition
1170,SCREEN,acquisition
1171,SCREEN,acquisition
1172,SCREEN,acquisition
1173,SCREEN,acquisition
1174,SCREEN,acquisition
1175,SCREEN,acquisition
1176,SCREEN,acquisition
1177,SCREEN,acquisition
1178,SCREEN,acquisition
1179,SCREEN,acquisition
1180,SCREEN,acquisition
1181,SCREEN,acquisition
1182,SCREEN,acquisition
1183,SCREEN,acquisition
1184,SCREEN,acquisition
1185,SCREEN,acquisition
1186,SCREEN,acquisition
1187,SCREEN,acquisition
1188,SCREEN,acquisition
1189,SCREEN,acquisition
1190,SCREEN,acquisition
1191,SCREEN,acquisition
1192,SCREEN,acquisition
1193,SCREEN,acquisition
1194,SCREEN,acquisition
1195,SCREEN,acquisition
1196,SCREEN,acquisition
1197,SCREEN,acquisition
1198,SCREEN,acquisition
1199,SCREEN,acquisition
1200,SCREEN,acquisition
1201,SCREEN,acquisition
1202,SCREEN,acquisition
1203,SCREEN,acquisition
1204,SCREEN,acquisition
1205,SCREEN,acquisition
1206,SCREEN,acquisition
1207,SCREEN,acquisition
1208,SCREEN,acquisition
1209,SCREEN,acquisition
1210,SCREEN,acquisition
1211,SCREEN,acquisition
1212,SCREEN,acquisition
1213,SCREEN,acquisition
1214,SCREEN,acquisition
1215,SCREEN,acquisition
