frame,class,class_method
193,SCREEN,acquisition
194,SCREEN,acquisition
195,SCREEN,acquisition
196,SCREEN,acquisition
197,SCREEN,acquisition
198,SCREEN,acquisition
199,SCREEN,acquisition
200,SCREEN,acquisition
201,SCREEN,acquisition
202,SCREEN,acquisition
203,SCREEN,acquisition
204,SCREEN,acquisition
205,SCREEN,acquisition
206,SCREEN,acquisition
207,SCREEN,acquisition
208,SCREEN,acquisition
209,SCREEN,acquisition
210,SCREEN,acquisition
211,SCREEN,acquisition
212,SCREEN,acquisition
213,SCREEN,acquisition
214,SCREEN,acquisition
215,SCREEN,acquisition
216,SCREEN,acquisition
217,SCREEN,acquisition
218,SCREEN,acquisition
219,SCREEN,acquisition
220,SCREEN,acquisition
221,SCREEN,acquisition
222,SCREEN,acquisition
223,SCREEN,acquisition
224,SCREEN,acquisition
225,SCREEN,acquisition
226,SCREEN,acquisition
227,SCREEN,acquisition
228,SCREEN,acquisition
229,SCREEN,acquisition
230,SCREEN,acquisition
231,SCREEN,acquisition
232,SCREEN,acquisition
233,SCREEN,acquisition
234,SCREEN,acquisition
235,SCREEN,acquisition
236,SCREEN,acquisition
237,SCREEN,acquisition
238,SCREEN,acquisition
239,SCREEN,acquisition
240,SCREEN,acquisition
241,SCREEN,acquisition
242,SCREEN,acquisition
243,SCREEN,acquisition
244,SCREEN,acquisition
245,SCREEN,acquisition
246,SCREEN,acquisition
247,SCREEN,acquisition
248,SCREEN,acquisition
249,SCREEN,acquisition
250,SCREEN,acquisition
251,SCREEN,acquisition
252,SCREEN,acquisition
253,SCREEN,acquisition
254,SCREEN,acquisition
255,SCREEN,acquisition
256,SCREEN,acquisition
257,SCREEN,acquisition
258,SCREEN,acquisition
259,SCREEN,acquisition
260,SCREEN,acquisition
261,SCREEN,acquisition
262,SCREEN,acquisition
263,SCREEN,acquisition
264,SCREEN,acquisition
265,SCREEN,acquisition
266,SCREEN,acquisition
267,SCREEN,acquisition
268,SCREEN,acquisition
269,SCREEN,acquisition
270,SCREEN,acquisition
271,SCREEN,acquisition
272,SCREEN,acquisition
273,SCREEN,acquisition
274,SCREEN,acquisition
275,SCREEN,acquisition
276,SCREEN,acquisition
277,SCREEN,acquisition
278,SCREEN,acquisition
279,SCREEN,acquisition
280,SCREEN,acquisition
281,SCREEN,acquisition
282,SCREEN,acquisition
283,SCREEN,acquisition
284,SCREEN,acquisition
285,SCREEN,acquisition
286,SCREEN,acquisition
287,SCREEN,acquisition
288,SCREEN,acquisition
289,SCREEN,acquisition
290,SCREEN,acquisition
291,SCREEN,acquisition
292,SCREEN,acquisition
293,SCREEN,acquisition
294,SCREEN,acquisition
295,SCREEN,acquisition
296,SCREEN,acquisition
297,SCREEN,acquisition
298,SCREEN,acquisition
299,SCREEN,acquisition
300,SCREEN,acquisition
301,SCREEN,acquisition
302,SCREEN,acquisition
303,SCREEN,acquisition
304,SCREEN,acquisition
305,SCREEN,acquisition
306,SCREEN,acquisition
307,SCREEN,acquisition
308,SCREEN,acquisition
309,SCREEN,acquisition
310,SCREEN,acquisition
311,SCREEN,acquisition
312,SCREEN,acquisition
313,SCREEN,acquisition
314,SCREEN,acquisition
315,SCREEN,acquisition
316,SCREEN,acquisition
317,SCREEN,acquisition
318,SCREEN,acquisition
319,SCREEN,acquisition
320,SCREEN,acquisition
321,SCREEN,acquisition
322,SCREEN,acquisition
323,SCREEN,acquisition
324,SCREEN,acquisition
325,SCREEN,acquisition
326,SCREEN,acquisition
327,SCREEN,acquisition
328,SCREEN,acquisition
329,SCREEN,acquisition
330,SCREEN,acquisition
331,SCREEN,acquisition
332,SCREEN,acquisition
333,SCREEN,acquisition
334,SCREEN,acquisition
335,SCREEN,acquisition
336,SCREEN,acquisition
337,SCREEN,acquisition
338,SCREEN,acquisition
339,SCREEN,acquisition
340,SCREEN,acquisition
341,SCREEN,acquisition
342,SCREEN,acquisition
343,SCREEN,acquisition
344,SCREEN,acquisition
345,SCREEN,acquisition
346,SCREEN,acquisition
347,SCREEN,acquisition
348,SCREEN,acquisition
349,SCREEN,acquisition
350,SCREEN,acquisition
351,SCREEN,acquisition
352,SCREEN,acquisition
353,SCREEN,acquisition
354,SCREEN,acquisition
355,SCREEN,acquisition
356,SCREEN,acquisition
357,SCREEN,acquisition
358,SCREEN,acquisition
359,SCREEN,acquisition
360,SCREEN,acquisition
361,SCREEN,acquisition
362,SCREEN,acquisition
363,SCREEN,acquisition
364,SCREEN,acquisition
365,SCREEN,acquisition
366,SCREEN,acquisition
367,SCREEN,acquisition
368,SCREEN,acquisition
369,SCREEN,acquisition
370,SCREEN,acquisition
371,SCREEN,acquisition
372,SCREEN,acquisition
373,SCREEN,acquisition
374,SCREEN,acquisition
375,SCREEN,acquisition
376,SCREEN,acquisition
377,SCREEN,acquisition
378,SCREEN,acquisition
379,SCREEN,acquisition
380,SCREEN,acquisition
381,SCREEN,acquisition
382,SCREEN,acquisition
383,SCREEN,acquisition
384,SCREEN,acquisition
385,SCREEN,acquisition
386,SCREEN,acquisition
387,SCREEN,acquisition
388,SCREEN,acquisition
389,SCREEN,acquisition
390,SCREEN,acquisition
391,SCREEN,acquisition
392,SCREEN,acquisition
393,SCREEN,acquisition
394,SCREEN,acquisition
395,SCREEN,acquisition
396,SCREEN,acquisition
397,SCREEN,acquisition
398,SCREEN,acquisition
399,SCREEN,acquisition
400,SCREEN,acquisition
401,SCREEN,acquisition
402,SCREEN,acquisition
403,SCREEN,acquisition
404,SCREEN,acquisition
405,SCREEN,acquisition
406,SCREEN,acquisition
407,SCREEN,acquisition
408,SCREEN,acquisition
409,SCREEN,acquisition
410,SCREEN,acquisition
411,SCREEN,acquisition
412,SCREEN,acquisition
413,SCREEN,acquisition
414,SCREEN,acquisition
415,SCREEN,acquisition
416,SCREEN,acquisition
417,SCREEN,acquisition
418,SCREEN,acquisition
419,SCREEN,acquisition
420,SCREEN,acquisition
421,SCREEN,acquisition
422,SCREEN,acquisition
423,SCREEN,acquisition
424,SCREEN,acquisition
425,SCREEN,acquisition
426,SCREEN,acquisition
427,SCREEN,acquisition
428,SCREEN,acquisition
429,SCREEN,acquisition
430,SCREEN,acquisition
431,None,acquisition
432,None,acquisition
433,None,acquisition
434,None,acquisition
435,None,acquisition
436,None,acquisition
437,None,acquisition
438,None,acquisition
439,None,acquisition
440,None,acquisition
441,None,acquisition
442,None,acquisition
443,None,acquisition
444,None,acquisition
445,None,acquisition
446,None,acquisition
447,None,acquisition
448,None,acquisition
449,None,acquisition
450,None,acquisition
451,None,acquisition
452,None,acquisition
453,None,acquisition
454,None,acquisition
455,None,acquisition
456,None,acquisition
457,None,acquisition
458,None,acquisition
459,None,acquisition
460,None,acquisition
461,None,acquisition
462,None,acquisition
463,None,acquisition
464,None,acquisition
465,None,acquisition
466,None,acquisition
467,None,acquisition
468,None,acquisition
469,None,acquisition
470,None,acquisition
471,None,acquisition
472,None,acquisition
473,None,acquisition
474,None,acquisition
475,None,acquisition
476,None,acquisition
477,None,acquisition
478,None,acquisition
479,None,acquisition
480,None,acquisition
481,None,acquisition
482,None,acquisition
483,None,acquisition
484,None,acquisition
485,None,acquisition
486,None,acquisition
487,None,acquisition
488,None,acquisition
489,None,acquisition
490,None,acquisition
491,None,acquisition
492,None,acquisition
493,None,acquisition
494,None,acquisition
495,None,acquisition
496,None,acquisition
497,None,acquisition
498,None,acquisition
499,None,acquisition
500,None,acquisition
501,None,acquisition
502,None,acquisition
503,None,acquisition
504,None,acquisition
505,None,acquisition
506,None,acquisition
507,None,acquisition
508,None,acquisition
509,None,acquisition
510,None,acquisition
511,None,acquisition
512,None,acquisition
513,None,acquisition
514,None,acquisition
515,None,acquisition
516,None,acquisition
517,None,acquisition
518,None,acquisition
519,None,acquisition
520,None,acquisition
521,None,acquisition
522,None,acquisition
523,None,acquisition
524,None,acquisition
525,None,acquisition
526,None,acquisition
527,None,acquisition
528,None,acquisition
529,None,acquisition
530,None,acquisition
531,None,acquisition
532,None,acquisition
533,None,acquisition
534,None,acquisition
535,None,acquisition
536,None,acquisition
537,None,acquisition
538,None,acquisition
539,None,acquisition
540,None,acquisition
541,None,acquisition
542,None,acquisition
543,None,acquisition
544,None,acquisition
545,None,acquisition
546,None,acquisition
547,None,acquisition
548,None,acquisition
549,None,acquisition
550,None,acquisition
551,None,acquisition
552,None,acquisition
553,None,acquisition
554,None,acquisition
555,None,acquisition
556,None,acquisition
557,None,acquisition
558,None,acquisition
559,None,acquisition
560,None,acquisition
561,None,acquisition
562,None,acquisition
563,None,acquisition
564,None,acquisition
565,None,acquisition
566,None,acquisition
567,None,acquisition
568,None,acquisition
569,None,acquisition
570,None,acquisition
571,None,acquisition
572,None,acquisition
573,None,acquisition
574,None,acquisition
575,None,acquisition
576,None,acquisition
577,None,acquisition
578,None,acquisition
579,None,acquisition
580,None,acquisition
581,None,acquisition
582,None,acquisition
583,None,acquisition
584,None,acquisition
585,None,acquisition
586,KEYBOARD,acquisition
587,KEYBOARD,acquisition
588,KEYBOARD,acquisition
589,KEYBOARD,acquisition
590,KEYBOARD,acquisition
591,KEYBOARD,acquisition
592,KEYBOARD,acquisition
593,KEYBOARD,acquisition
594,KEYBOARD,acquisition
595,KEYBOARD,acquisition
596,KEYBOARD,acquisition
597,KEYBOARD,acquisition
598,KEYBOARD,acquisition
599,KEYBOARD,acquisition
600,KEYBOARD,acquisition
601,KEYBOARD,acquisition
602,KEYBOARD,acquisition
603,KEYBOARD,acquisition
604,KEYBOARD,acquisition
605,KEYBOARD,acquisition
606,KEYBOARD,acquisition
607,KEYBOARD,acquisition
608,KEYBOARD,acquisition
609,KEYBOARD,acquisition
610,KEYBOARD,acquisition
611,KEYBOARD,acquisition
612,KEYBOARD,acquisition
613,KEYBOARD,acquisition
614,KEYBOARD,acquisition
615,KEYBOARD,acquisition
616,KEYBOARD,acquisition
617,KEYBOARD,acquisition
618,KEYBOARD,acquisition
619,KEYBOARD,acquisition
620,KEYBOARD,acquisition
621,KEYBOARD,acquisition
622,KEYBOARD,acquisition
623,KEYBOARD,acquisition
624,KEYBOARD,acquisition
625,KEYBOARD,acquisition
626,KEYBOARD,acquisition
627,KEYBOARD,acquisition
628,KEYBOARD,acquisition
629,KEYBOARD,acquisition
630,KEYBOARD,acquisition
631,KEYBOARD,acquisition
632,KEYBOARD,acquisition
633,KEYBOARD,acquisition
634,KEYBOARD,acquisition
635,KEYBOARD,acquisition
636,KEYBOARD,acquisition
637,KEYBOARD,acquisition
638,KEYBOARD,acquisition
639,KEYBOARD,acquisition
640,KEYBOARD,acquisition
641,KEYBOARD,acquisition
642,KEYBOARD,acquisition
643,KEYBOARD,acquisition
644,KEYBOARD,acquisition
645,KEYBOARD,acquisition
646,KEYBOARD,acquisition
647,KEYBOARD,acquisition
648,KEYBOARD,acquisition
649,KEYBOARD,acquisition
650,KEYBOARD,acquisition
651,KEYBOARD,acquisition
652,KEYBOARD,acquisition
653,KEYBOARD,acquisition
654,KEYBOARD,acquisition
655,KEYBOARD,acquisition
656,KEYBOARD,acquisition
657,KEYBOARD,acquisition
658,KEYBOARD,acquisition
659,KEYBOARD,acquisition
660,KEYBOARD,acquisition
661,KEYBOARD,acquisition
662,KEYBOARD,acquisition
663,KEYBOARD,acquisition
664,KEYBOARD,acquisition
665,KEYBOARD,acquisition
666,KEYBOARD,acquisition
667,KEYBOARD,acquisition
668,KEYBOARD,acquisition
669,KEYBOARD,acquisition
670,KEYBOARD,acquisition
671,KEYBOARD,acquisition
672,KEYBOARD,acquisition
673,KEYBOARD,acquisition
674,KEYBOARD,acquisition
675,KEYBOARD,acquisition
676,KEYBOARD,acquisition
677,KEYBOARD,acquisition
678,KEYBOARD,acquisition
679,KEYBOARD,acquisition
680,KEYBOARD,acquisition
681,KEYBOARD,acquisition
682,KEYBOARD,acquisition
683,KEYBOARD,acquisition
684,KEYBOARD,acquisition
685,KEYBOARD,acquisition
686,KEYBOARD,acquisition
687,KEYBOARD,acquisition
688,KEYBOARD,acquisition
689,KEYBOARD,acquisition
690,KEYBOARD,acquisition
691,KEYBOARD,acquisition
692,KEYBOARD,acquisition
693,KEYBOARD,acquisition
694,KEYBOARD,acquisition
695,KEYBOARD,acquisition
696,KEYBOARD,acquisition
697,KEYBOARD,acquisition
698,KEYBOARD,acquisition
699,KEYBOARD,acquisition
700,KEYBOARD,acquisition
701,KEYBOARD,acquisition
702,KEYBOARD,acquisition
703,KEYBOARD,acquisition
704,KEYBOARD,acquisition
705,KEYBOARD,acquisition
706,KEYBOARD,acquisition
707,KEYBOARD,acquisition
708,KEYBOARD,acquisition
709,KEYBOARD,acquisition
710,KEYBOARD,acquisition
711,KEYBOARD,acquisition
712,KEYBOARD,acquisition
713,KEYBOARD,acquisition
714,KEYBOARD,acquisition
715,KEYBOARD,acquisition
716,KEYBOARD,acquisition
717,KEYBOARD,acquisition
718,KEYBOARD,acquisition
719,KEYBOARD,acquisition
720,KEYBOARD,acquisition
721,KEYBOARD,acquisition
722,KEYBOARD,acquisition
723,KEYBOARD,acquisition
724,KEYBOARD,acquisition
725,KEYBOARD,acquisition
726,KEYBOARD,acquisition
727,KEYBOARD,acquisition
728,KEYBOARD,acquisition
729,KEYBOARD,acquisition
730,KEYBOARD,acquisition
731,KEYBOARD,acquisition
732,KEYBOARD,acquisition
733,KEYBOARD,acquisition
734,KEYBOARD,acquisition
735,KEYBOARD,acquisition
736,KEYBOARD,acquisition
737,KEYBOARD,acquisition
738,KEYBOARD,acquisition
739,KEYBOARD,acquisition
740,KEYBOARD,acquisition
741,KEYBOARD,acquisition
742,KEYBOARD,acquisition
743,KEYBOARD,acquisition
744,KEYBOARD,acquisition
745,KEYBOARD,acquisition
746,KEYBOARD,acquisition
747,KEYBOARD,acquisition
748,KEYBOARD,acquisition
749,KEYBOARD,acquisition
750,KEYBOARD,acquisition
751,KEYBOARD,acquisition
752,KEYBOARD,acquisition
753,KEYBOARD,acquisition
754,KEYBOARD,acquisition
755,KEYBOARD,acquisition
756,KEYBOARD,acquisition
757,KEYBOARD,acquisition
758,KEYBOARD,acquisition
759,KEYBOARD,acquisition
760,KEYBOARD,acquisition
761,KEYBOARD,acquisition
762,KEYBOARD,acquisition
763,KEYBOARD,acquisition
764,KEYBOARD,acquisition
765,KEYBOARD,acquisition
766,KEYBOARD,acquisition
767,KEYBOARD,acquisition
768,KEYBOARD,acquisition
769,KEYBOARD,acquisition
770,KEYBOARD,acquisition
771,KEYBOARD,acquisition
772,KEYBOARD,acquisition
773,KEYBOARD,acquisition
774,KEYBOARD,acquisition
775,KEYBOARD,acquisition
776,KEYBOARD,acquisition
777,KEYBOARD,acquisition
778,None,acquisition
779,None,acquisition
780,None,acquisition
781,None,acquisition
782,None,acquisition
783,None,acquisition
784,None,acquisition
785,None,acquisition
786,None,acquisition
787,None,acquisition
788,None,acquisition
789,None,acquisition
790,None,acquisition
791,None,acquisition
792,None,acquisition
793,None,acquisition
794,None,acquisition
795,None,acquisition
796,None,acquisition
797,None,acquisition
798,None,acquisition
799,None,acquisition
800,None,acquisition
801,None,acquisition
802,None,acquisition
803,None,acquisition
804,None,acquisition
805,None,acquisition
806,None,acquisition
807,None,acquisition
808,None,acquisition
809,None,acquisition
810,None,acquisition
811,None,acquisition
812,AIR,acquisition
813,AIR,acquisition
814,AIR,acquisition
815,AIR,acquisition
816,AIR,acquisition
817,AIR,acquisition
818,AIR,acquisition
819,AIR,acquisition
820,AIR,acquisition
821,AIR,acquisition
822,AIR,acquisition
823,AIR,acquisition
824,AIR,acquisition
825,AIR,acquisition
826,AIR,acquisition
827,AIR,acquisition
828,AIR,acquisition
829,AIR,acquisition
830,AIR,acquisition
831,AIR,acquisition
832,AIR,acquisition
833,AIR,acquisition
834,AIR,acquisition
835,AIR,acquisition
836,AIR,acquisition
837,AIR,acquisition
838,AIR,acquisition
839,AIR,acquisition
840,AIR,acquisition
841,AIR,acquisition
842,AIR,acquisition
843,AIR,acquisition
844,AIR,acquisition
845,AIR,acquisition
846,AIR,acquisition
847,AIR,acquisition
848,AIR,acquisition
849,AIR,acquisition
850,AIR,acquisition
851,AIR,acquisition
852,AIR,acquisition
853,AIR,acquisition
854,AIR,acquisition
855,AIR,acquisition
856,AIR,acquisition
857,AIR,acquisition
858,AIR,acquisition
859,AIR,acquisition
860,AIR,acquisition
861,AIR,acquisition
862,AIR,acquisition
863,AIR,acquisition
864,AIR,acquisition
865,AIR,acquisition
866,AIR,acquisition
867,AIR,acquisition
868,AIR,acquisition
869,AIR,acquisition
870,AIR,acquisition
871,AIR,acquisition
872,AIR,acquisition
873,AIR,acquisition
874,AIR,acquisition
875,AIR,acquisition
876,AIR,acquisition
877,AIR,acquisition
878,AIR,acquisition
879,AIR,acquisition
880,AIR,acquisition
881,AIR,acquisition
882,AIR,acquisition
883,AIR,acquisition
884,AIR,acquisition
885,AIR,acquisition
886,AIR,acquisition
887,AIR,acquisition
888,AIR,acquisition
889,AIR,acquisition
890,AIR,acquisition
891,AIR,acquisition
892,AIR,acquisition
893,AIR,acquisition
894,AIR,acquisition
895,AIR,acquisition
896,AIR,acquisition
897,AIR,acquisition
898,AIR,acquisition
899,AIR,acquisition
900,AIR,acquisition
901,AIR,acquisition
902,AIR,acquisition
903,AIR,acquisition
904,AIR,acquisition
905,AIR,acquisition
906,AIR,acquisition
907,AIR,acquisition
908,AIR,acquisition
909,AIR,acquisition
910,AIR,acquisition
911,AIR,acquisition
912,AIR,acquisition
913,AIR,acquisition
914,AIR,acquisition
915,AIR,acquisition
916,AIR,acquisition
917,AIR,acquisition
918,AIR,acquisition
919,AIR,acquisition
920,AIR,acquisition
921,AIR,acquisition
922,AIR,acquisition
923,AIR,acquisition
924,AIR,acquisition
925,AIR,acquisition
926,AIR,acquisition
927,AIR,acquisition
928,AIR,acquisition
929,AIR,acquisition
930,AIR,acquisition
931,AIR,acquisition
932,AIR,acquisition
933,AIR,acquisition
934,AIR,acquisition
935,AIR,acquisition
936,AIR,acquisition
937,AIR,acquisition
938,AIR,acquisition
939,AIR,acquisition
940,AIR,acquisition
941,AIR,acquisition
942,AIR,acquisition
943,AIR,acquisition
944,AIR,acquisition
945,AIR,acquisition
946,AIR,acquisition
947,AIR,acquisition
948,AIR,acquisition
949,AIR,acquisition
950,AIR,acquisition
951,AIR,acquisition
952,AIR,acquisition
953,AIR,acquisition
954,AIR,acquisition
955,AIR,acquisition
956,AIR,acquisition
957,AIR,acquisition
958,AIR,acquisition
959,AIR,acquisition
960,AIR,acquisition
961,AIR,acquisition
962,AIR,acquisition
963,AIR,acquisition
964,AIR,acquisition
965,AIR,acquisition
966,AIR,acquisition
967,AIR,acquisition
968,AIR,acquisition
969,AIR,acquisition
970,AIR,acquisition
971,AIR,acquisition
972,AIR,acquisition
973,AIR,acquisition
974,AIR,acquisition
975,AIR,acquisition
976,AIR,acquisition
977,AIR,acquisition
978,AIR,acquisition
979,AIR,acquisition
980,AIR,acquisition
981,AIR,acquisition
982,AIR,acquisition
983,AIR,acquisition
984,AIR,acquisition
985,AIR,acquisition
986,AIR,acquisition
987,AIR,acquisition
988,AIR,acquisition
989,AIR,acquisition
990,AIR,acquisition
991,AIR,acquisition
992,AIR,acquisition
993,AIR,acquisition
994,AIR,acquisition
995,AIR,acquisition
996,AIR,acquisition
997,AIR,acquisition
998,AIR,acquisition
999,AIR,acquisition
1000,AIR,acquisition
1001,AIR,acquisition
1002,AIR,acquisition
1003,AIR,acquisition
1004,AIR,acquisition
1005,AIR,acquisition
1006,AIR,acquisition
1007,AIR,acquisition
1008,AIR,acquisition
1009,AIR,acquisition
1010,AIR,acquisition
1011,AIR,acquisition
1012,AIR,acquisition
1013,AIR,acquisition
1014,AIR,acquisition
1015,AIR,acquisition
1016,AIR,acquisition
1017,AIR,acquisition
1018,AIR,acquisition
1019,AIR,acquisition
1020,None,acquisition
1021,None,acquisition
1022,None,acquisition
1023,None,acquisition
1024,None,acquisition
1025,None,acquisition
1026,None,acquisition
1027,None,acquisition
1028,None,acquisition
1029,None,acquisition
1030,None,acquisition
1031,None,acquisition
1032,None,acquisition
1033,None,acquisition
1034,None,acquisition
1035,None,acquisition
1036,None,acquisition
1037,None,acquisition
1038,None,acquisition
1039,None,acquisition
1040,None,acquisition
1041,None,acquisition
1042,None,acquisition
1043,None,acquisition
1044,None,acquisition
1045,None,acquisition
