date,time,user_id,free_text,phase,task_number,trial_number,diff_rating,perf_rating,saved_filename,practice_mode,bpm,number_of_bars,complexityLevel,loaded_filename,pitch_right,note_hold_time_right,timing_right,n_missing_notes_right,n_extra_notes_right,Summed_right,note_hold_time_left,timing_left,n_missing_notes_left,n_extra_notes_left,Summed_left,
08/08/2022,15:31:33,Enter ID,Free text,Test,20,1,1,6,2022_08_08-15_31_28.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.036482917,0.014394944,0,0,0.050877861,0,0,0,0,0,0
08/08/2022,15:31:49,Enter ID,Free text,Test,20,2,1,5,2022_08_08-15_31_28.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.030844028,0.018559056,0,0,0.049403083,0,0,0,0,0,0
08/08/2022,15:32:06,Enter ID,Free text,Test,20,3,1,6,2022_08_08-15_31_28.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.028691889,0.018042778,0.055555556,0,0.102290222,0,0,0,0,0,0
08/08/2022,15:36:02,Enter ID,Free text,Practice,21,1,2,6,2022_08_08-15_35_55.xml,None,224,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.048607111,0.027353526,0,0,0.075960637,0,0,0,0,0,0
08/08/2022,15:36:22,Enter ID,Free text,Practice,21,2,2,4,2022_08_08-15_35_55.xml,None,224,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.039984083,0.083586526,0.052631579,0,0.176202189,0,0,0,0,0,0
08/08/2022,15:36:42,Enter ID,Free text,Practice,21,3,2,6,2022_08_08-15_35_55.xml,None,224,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.045722222,0.023691842,0,0,0.069414064,0,0,0,0,0,0
08/08/2022,15:37:04,Enter ID,Free text,Practice,21,4,2,7,2022_08_08-15_35_55.xml,None,224,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.045456333,0.024105421,0,0,0.069561754,0,0,0,0,0,0
08/08/2022,15:37:23,Enter ID,Free text,Practice,21,5,2,7,2022_08_08-15_35_55.xml,None,224,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.042511889,0.029646789,0,0,0.072158678,0,0,0,0,0,0
08/08/2022,15:38:27,Enter ID,Free text,Test,22,1,2,4,2022_08_08-15_35_55.xml,None,224,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.044134917,0.082105368,0.052631579,0,0.178871864,0,0,0,0,0,0
08/08/2022,15:42:49,Enter ID,Free text,Practice,23,1,1,6,2022_08_08-15_42_42.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.029121806,0.01777845,0,0,0.046900256,0,0,0,0,0,0
08/08/2022,15:43:05,Enter ID,Free text,Practice,23,2,1,6,2022_08_08-15_42_42.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.029318806,0.01246235,0,0,0.041781156,0,0,0,0,0,0
08/08/2022,15:43:19,Enter ID,Free text,Practice,23,3,1,6,2022_08_08-15_42_42.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.026535917,0.01852615,0,0,0.045062067,0,0,0,0,0,0
08/08/2022,15:43:33,Enter ID,Free text,Practice,23,4,1,7,2022_08_08-15_42_42.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.023120528,0.01381235,0,0,0.036932878,0,0,0,0,0,0
08/08/2022,15:43:47,Enter ID,Free text,Practice,23,5,1,5,2022_08_08-15_42_42.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.0279735,0.0144477,0.05,0,0.0924212,0,0,0,0,0,0
08/08/2022,15:44:22,Enter ID,Free text,Test,23,6,1,5,2022_08_08-15_42_42.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.026404694,0.01741465,0,0,0.043819344,0,0,0,0,0,0
08/08/2022,15:46:46,Enter ID,Free text,Practice,24,1,3,6,2022_08_08-15_46_38.xml,None,337,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.024540306,0.027587214,0,0,0.05212752,0,0,0,0,0,0
08/08/2022,15:47:03,Enter ID,Free text,Practice,24,2,3,5,2022_08_08-15_46_38.xml,None,337,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.020455833,0.031944357,0.071428571,0,0.123828762,0,0,0,0,0,0
08/08/2022,15:47:26,Enter ID,Free text,Practice,24,3,3,5,2022_08_08-15_46_38.xml,None,337,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.019312389,0.030259357,0.071428571,0,0.121000317,0,0,0,0,0,0
08/08/2022,15:47:42,Enter ID,Free text,Practice,24,4,3,6,2022_08_08-15_46_38.xml,None,337,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.023063528,0.029218357,0,0,0.052281885,0,0,0,0,0,0
08/08/2022,15:47:59,Enter ID,Free text,Practice,24,5,2,6,2022_08_08-15_46_38.xml,None,337,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.023538028,0.027807357,0,0,0.051345385,0,0,0,0,0,0
08/08/2022,15:48:31,Enter ID,Free text,Test,25,1,2,5,2022_08_08-15_46_38.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.025421778,0.0237385,0.071428571,0,0.120588849,0,0,0,0,0,0
08/08/2022,15:50:56,Enter ID,Free text,Retention,26,1,1,6,2022_08_08-15_50_49.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_20_58.mid,0,0.029346583,0.020061611,0,0,0.049408194,0,0,0,0,0,0
08/08/2022,15:51:13,Enter ID,Free text,Retention,26,2,1,7,2022_08_08-15_50_49.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_20_58.mid,0,0.031124361,0.016082056,0,0,0.047206417,0,0,0,0,0,0
08/08/2022,15:51:28,Enter ID,Free text,Retention,26,3,1,6,2022_08_08-15_50_49.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_20_58.mid,0,0.028292306,0.015064167,0,0,0.043356472,0,0,0,0,0,0
08/08/2022,15:52:47,Enter ID,Free text,Retention,27,1,3,4,2022_08_08-15_52_29.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_35_55.mid,0.105263158,0.028265806,0.040396842,0.157894737,0,0.331820542,0,0,0,0,0,0
08/08/2022,15:53:10,Enter ID,Free text,Retention,27,2,3,4,2022_08_08-15_52_29.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_35_55.mid,0,0.031124361,0.046506947,0.052631579,0,0.130262887,0,0,0,0,0,0
08/08/2022,15:53:45,Enter ID,Free text,Retention,27,3,3,3,2022_08_08-15_52_29.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_35_55.mid,0.052631579,0.027207694,0.063694789,0.157894737,0,0.3014288,0,0,0,0,0,0
08/08/2022,15:55:03,Enter ID,Free text,Retention,28,1,2,4,2022_08_08-15_54_57.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_42_42.mid,0,0.029160278,0.022427,0.05,0,0.101587278,0,0,0,0,0,0
08/08/2022,15:55:17,Enter ID,Free text,Retention,28,2,2,6,2022_08_08-15_54_57.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_42_42.mid,0,0.030845306,0.01581925,0,0,0.046664556,0,0,0,0,0,0
08/08/2022,15:55:34,Enter ID,Free text,Retention,28,3,2,6,2022_08_08-15_54_57.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_42_42.mid,0,0.030874361,0.01782615,0,0,0.048700511,0,0,0,0,0,0
08/08/2022,15:56:57,Enter ID,Free text,Retention,31,1,2,6,2022_08_08-15_56_50.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_46_38.mid,0,0.026517083,0.019878071,0,0,0.046395155,0,0,0,0,0,0
08/08/2022,15:57:12,Enter ID,Free text,Retention,31,2,2,5,2022_08_08-15_56_50.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_46_38.mid,0,0.029719194,0.037670357,0,0,0.067389552,0,0,0,0,0,0
08/08/2022,15:57:27,Enter ID,Free text,Retention,31,3,2,6,2022_08_08-15_56_50.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_08_08-15_46_38.mid,0,0.02532775,0.022030786,0,0,0.047358536,0,0,0,0,0,0
08/08/2022,16:01:18,Enter ID,Free text,None,32,1,3,4,2022_08_08-16_01_11.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.054272194,0.051449095,0.047619048,0,0.153340337,0,0,0,0,0,0
08/08/2022,16:01:34,Enter ID,Free text,None,32,2,3,6,2022_08_08-16_01_11.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.043866222,0.014966333,0,0,0.058832556,0,0,0,0,0,0
08/08/2022,16:01:49,Enter ID,Free text,None,32,3,3,6,2022_08_08-16_01_11.xml,None,281,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0,0.045700833,0.013784619,0,0,0.059485452,0,0,0,0,0,0
